NO_OF_FRAMES	1200
NO_OF_CAMERAS	12
NO_OF_MARKERS	9
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2020-02-08, 11:54:14	228332.83923580
DATA_INCLUDED	3D
MARKER_NAMES	ASISL	ASISR	medialKnee	lateralKnee	medialMalleolus	lateralMalleolus	heel	toe	sacral
ASISL X	ASISL Y	ASISL Z	ASISR X	ASISR Y	ASISR Z	medialKnee X	medialKnee Y	medialKnee Z	lateralKnee X	lateralKnee Y	lateralKnee Z	medialMalleolus X	medialMalleolus Y	medialMalleolus Z	lateralMalleolus X	lateralMalleolus Y	lateralMalleolus Z	heel X	heel Y	heel Z	toe X	toe Y	toe Z	sacral X	sacral Y	sacral Z	
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-4210.116	702.423	499.391	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-4199.475	700.190	493.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-4183.015	697.893	488.805	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-4167.339	695.889	484.841	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-4174.232	688.892	473.107	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-4157.718	689.037	473.606	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-4144.434	692.174	477.618	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-4122.228	687.846	472.491	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-4104.801	687.405	472.290	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-4087.589	687.230	472.623	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-4072.584	686.588	468.661	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-4057.615	686.123	475.325	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-4040.366	685.758	482.320	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-4018.516	685.412	479.348	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-4006.744	686.154	483.832	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3990.074	688.123	485.625	-4014.836	557.749	523.620	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3972.610	687.974	486.418	-3996.479	557.555	525.334	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3956.283	688.203	488.323	-3982.501	558.222	524.025	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3938.905	688.828	490.728	-3962.293	557.848	525.871	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3921.992	689.326	493.752	-3945.699	558.237	527.381	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3906.871	690.410	496.269	-3924.647	558.755	526.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3893.331	692.419	499.219	-3908.179	558.436	531.852	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3877.413	693.265	502.665	-3893.735	559.461	533.920	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3860.330	693.401	507.057	-3878.153	560.196	536.973	-4208.786	680.415	353.571	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3844.878	694.240	511.153	-3865.476	561.466	539.459	-4200.384	680.763	348.630	0.000	0.000	0.000	0.000	0.000	0.000	-4190.582	652.649	115.551	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3827.910	693.613	515.052	-3845.319	562.496	537.908	-4186.998	681.168	344.654	0.000	0.000	0.000	0.000	0.000	0.000	-4167.711	653.807	113.353	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3812.375	694.214	519.527	-3830.960	562.501	544.547	-4167.779	683.038	340.631	0.000	0.000	0.000	0.000	0.000	0.000	-4145.240	654.758	111.774	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3798.688	695.838	524.595	-3824.254	563.617	549.120	-4148.467	683.845	338.331	0.000	0.000	0.000	0.000	0.000	0.000	-4119.111	656.415	109.308	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3785.319	697.146	529.047	-3802.184	563.879	553.830	-4129.982	684.824	335.033	0.000	0.000	0.000	0.000	0.000	0.000	-4094.625	657.523	106.678	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3769.683	697.055	534.092	-3808.415	565.513	556.997	-4112.898	684.961	332.070	0.000	0.000	0.000	0.000	0.000	0.000	-4092.813	657.813	105.443	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3753.536	697.180	539.151	-3792.474	565.870	561.057	-4109.816	682.254	326.376	0.000	0.000	0.000	0.000	0.000	0.000	-4067.164	658.567	103.050	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3740.366	698.240	543.606	-3779.376	566.910	566.154	-4093.027	683.266	322.228	0.000	0.000	0.000	0.000	0.000	0.000	-4044.113	659.916	100.817	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3726.432	698.681	548.795	-3765.678	567.523	570.518	-4077.104	683.899	320.431	0.000	0.000	0.000	0.000	0.000	0.000	-4018.056	659.523	99.077	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3712.704	699.064	553.755	-3752.548	568.306	574.636	-4057.179	685.616	312.659	0.000	0.000	0.000	0.000	0.000	0.000	-3990.241	658.262	97.419	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3699.444	699.167	558.253	-3739.724	568.865	579.355	-4040.303	686.320	311.161	0.000	0.000	0.000	0.000	0.000	0.000	-3964.685	657.942	95.435	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3687.189	700.138	563.172	-3726.901	569.356	583.849	-4025.755	689.022	303.363	0.000	0.000	0.000	0.000	0.000	0.000	-3941.282	658.184	93.056	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3674.909	700.472	567.932	-3715.144	570.323	587.603	-4001.524	688.543	301.952	0.000	0.000	0.000	0.000	0.000	0.000	-3916.390	657.698	91.550	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3663.061	700.848	572.706	-3703.057	570.647	591.210	-3986.645	690.820	295.689	0.000	0.000	0.000	0.000	0.000	0.000	-3891.394	656.999	89.856	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3650.788	700.930	577.190	-3692.088	571.435	595.934	-3963.395	691.627	291.413	0.000	0.000	0.000	0.000	0.000	0.000	-3865.815	655.809	87.837	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3640.283	701.524	581.104	-3681.338	572.436	599.353	-3956.339	694.252	283.190	0.000	0.000	0.000	0.000	0.000	0.000	-3840.309	654.980	86.734	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3628.546	701.306	585.003	-3670.664	573.401	602.629	-3935.971	694.921	277.936	0.000	0.000	0.000	0.000	0.000	0.000	-3814.373	653.899	85.355	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3618.210	701.845	589.517	-3658.987	573.344	606.245	-3916.754	696.857	273.104	0.000	0.000	0.000	0.000	0.000	0.000	-3788.784	653.028	84.342	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3607.603	701.854	593.347	-3649.282	574.357	610.307	-3896.735	698.003	268.022	0.000	0.000	0.000	0.000	0.000	0.000	-3763.495	652.394	83.108	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3597.430	702.138	596.991	-3639.303	575.143	612.968	-3876.512	698.895	262.984	0.000	0.000	0.000	0.000	0.000	0.000	-3737.347	651.708	82.852	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3587.696	702.079	600.124	-3629.274	575.653	615.930	-3858.458	700.833	257.038	0.000	0.000	0.000	0.000	0.000	0.000	-3712.864	651.750	82.032	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3577.072	701.349	603.834	-3620.193	576.468	618.311	-3836.535	701.168	252.590	0.000	0.000	0.000	0.000	0.000	0.000	-3687.636	651.788	81.200	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3567.369	701.138	606.948	-3610.740	577.082	620.850	-3816.362	702.281	247.492	0.000	0.000	0.000	0.000	0.000	0.000	-3660.625	651.062	81.759	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3557.886	700.758	609.630	-3602.248	577.611	622.912	-3797.526	703.727	242.317	0.000	0.000	0.000	0.000	0.000	0.000	-3635.603	651.531	81.579	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3548.899	700.501	612.518	-3592.710	577.668	624.803	-3776.941	704.164	237.360	0.000	0.000	0.000	0.000	0.000	0.000	-3611.179	652.388	82.293	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3540.334	700.501	614.500	-3584.271	578.404	626.624	-3757.243	705.041	232.926	0.000	0.000	0.000	0.000	0.000	0.000	-3586.219	653.223	82.421	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3531.758	700.304	616.830	-3575.195	578.434	628.220	-3737.583	705.819	228.333	0.000	0.000	0.000	0.000	0.000	0.000	-3561.769	654.514	83.555	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3523.392	700.214	618.137	-3566.073	578.128	629.532	-3717.309	706.209	224.251	0.000	0.000	0.000	0.000	0.000	0.000	-3536.444	655.161	85.144	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3514.867	700.040	619.166	-3558.140	578.758	630.634	-3698.297	707.207	220.177	0.000	0.000	0.000	0.000	0.000	0.000	-3512.938	657.164	86.690	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3506.559	700.016	620.239	-3549.970	579.131	631.207	-3677.704	707.355	216.404	0.000	0.000	0.000	0.000	0.000	0.000	-3489.549	658.987	88.557	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3497.803	699.729	621.100	-3542.135	579.725	631.712	-3658.146	707.825	212.944	0.000	0.000	0.000	0.000	0.000	0.000	-3464.784	660.219	91.241	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3490.247	700.131	621.426	-3533.975	580.051	631.342	-3638.847	708.135	209.807	0.000	0.000	0.000	0.000	0.000	0.000	-3443.796	666.017	92.223	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3481.768	699.962	621.014	-3526.147	580.599	630.746	-3619.148	708.262	206.530	0.000	0.000	0.000	0.000	0.000	0.000	-3420.992	667.847	94.874	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3473.379	700.090	621.643	-3517.533	580.812	630.744	-3602.232	712.348	202.191	0.000	0.000	0.000	0.000	0.000	0.000	-3398.715	669.723	97.529	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3464.790	699.872	621.871	-3508.508	581.000	630.555	-3583.770	712.450	199.476	0.000	0.000	0.000	0.000	0.000	0.000	-3376.568	671.331	100.373	0.000	0.000	0.000
0.000	0.000	0.000	0.000	0.000	0.000	-3456.634	700.169	621.496	-3500.681	581.591	629.250	-3565.571	712.468	196.901	0.000	0.000	0.000	0.000	0.000	0.000	-3355.665	673.257	103.261	0.000	0.000	0.000
0.000	0.000	0.000	-3561.218	584.616	1096.043	-3449.306	700.723	620.494	-3493.630	582.444	628.480	-3547.934	711.878	194.585	0.000	0.000	0.000	0.000	0.000	0.000	-3335.719	674.742	106.524	0.000	0.000	0.000
0.000	0.000	0.000	-3545.188	587.614	1089.387	-3440.142	700.502	619.977	-3485.492	583.003	627.153	-3530.691	711.644	192.517	0.000	0.000	0.000	0.000	0.000	0.000	-3316.136	676.498	109.210	0.000	0.000	0.000
0.000	0.000	0.000	-3540.222	584.519	1092.816	-3432.117	700.973	619.107	-3477.362	583.407	625.849	-3513.924	711.296	190.531	0.000	0.000	0.000	0.000	0.000	0.000	-3297.322	678.005	112.043	0.000	0.000	0.000
0.000	0.000	0.000	-3524.227	585.361	1092.010	-3424.569	701.523	617.764	-3468.800	583.552	625.147	-3497.519	710.917	188.519	0.000	0.000	0.000	0.000	0.000	0.000	-3278.951	679.298	114.518	-3716.275	737.731	1149.152
0.000	0.000	0.000	-3512.858	585.355	1092.213	-3416.656	702.305	616.887	-3461.799	584.562	623.305	-3481.566	710.395	186.760	0.000	0.000	0.000	0.000	0.000	0.000	-3261.261	680.244	116.841	-3704.959	737.636	1149.789
0.000	0.000	0.000	-3509.310	581.651	1096.707	-3409.314	703.163	614.669	-3453.496	585.055	622.020	-3466.130	709.958	184.792	0.000	0.000	0.000	0.000	0.000	0.000	-3244.606	681.142	119.093	-3693.576	737.508	1150.078
0.000	0.000	0.000	-3500.454	580.339	1099.839	-3402.722	704.414	613.271	-3445.866	585.708	620.100	-3451.457	709.484	183.295	0.000	0.000	0.000	0.000	0.000	0.000	-3228.635	681.932	121.089	-3682.208	737.365	1150.482
0.000	0.000	0.000	-3489.900	579.054	1100.561	-3393.901	704.796	611.404	-3436.744	585.677	618.837	-3436.931	708.978	181.346	0.000	0.000	0.000	0.000	0.000	0.000	-3213.259	682.280	122.827	-3670.951	737.182	1150.356
0.000	0.000	0.000	-3478.691	578.169	1099.096	-3386.069	705.469	609.731	-3428.744	586.355	617.220	-3423.651	708.787	180.302	0.000	0.000	0.000	0.000	0.000	0.000	-3198.549	682.397	124.373	-3659.825	736.852	1149.993
